,UUID4,Reference,Book,Chapter,Paragraph,Text
117,c9310f77-a5b5-4a25-af0f-7fd47e5a82f5,urn:cts:greekLit:tlg0099.tlg001:2.1.23,2,1,23,"Having in this manner but imperfectly traced the outlines of his second section, the third section, for various reasons, is still less exact. The first cause has been already explained, viz. that the line from the Caspian Gates to Carmania is not clearly defined, as the side of the section is common both to the third and second sections. Secondly, on account of the Persian Gulf interrupting the continuity of the southern side, as he himself tells us, he has been obliged to take the measured road running through Susa and Persepolis to the boundaries of Carmania and Persia, and suppose it straight. This road, which he calls the southern side, is a little more than 9000 stadia. He does not, however, tell us, that it runs parallel to the northern side. It is also clear that the Euphrates, which he makes the western boundary, is any thing but a straight line. On leaving the mountains it flows south, but soon shifts its course to the east; it then again pursues a southerly direction till it reaches the sea. In fact, Eratosthenes himself acknowledges the indirect course of this river, when he compares the shape of Mesopotamia, which is formed by the junction of the Tigris and Euphrates, to the cushion on a rower's bench. The western side bounded by the Euphrates is not entirely measured; for he tells us that he does not know the extent of the portion between Armenia and the northern mountains, as it has not been measured. By reason of these hinderances he states that he has been only able to give a very superficial view of the third section, and that his estimate of the distances is borrowed from various Itineraries, some of them, according to his own description, anonymous. Hipparchus therefore must be considered guilty of unfairness, for criticising with geometrical precision a work of this general nature. We ought rather to be grateful to a person who gives us any description at all of the character of such [unknown] places. But when he urges his geometrical objections not against any real statement of Eratosthenes, but merely against imaginary hypotheses of his own creation, he shows too plainly the contradictory bent of his mind. "
118,21df2279-50cc-4e26-9a53-7b44cd16f0d3,urn:cts:greekLit:tlg0099.tlg001:2.1.24,2,1,24,"It is in this general kind of description of the third section that Eratosthenes supposes 10,000 stadia from the Caspian Gates to the Euphrates. This he again divides according to former admeasurements which he found preserved. Starting from the point where the Euphrates passes near to Thapsacus, he computes from thence to the place where Alexander crossed the Tigris 2400 stadia. The route thence through Gaugamela, the Lycus, Arbela, and Ecbatana, whither Darius fled from Gaugamela to the Caspian Gates, makes up the 10,000 stadia, which is only 300 stadia too much. Such is the measure of the northern side given by Eratosthenes, which he could not have supposed to be parallel to the mountains, nor yet to the line drawn from the Pillars of Hercules through Athens and Rhodes. For Thapsacus is far removed from the mountains, and the route from Thapsacus to the Caspian Gates only falls in with the mountains at that point. Such is the boundary on the northern side. "
119,1ed84272-7a1a-4249-ab9c-ae0d6f14aee4,urn:cts:greekLit:tlg0099.tlg001:2.1.25,2,1,25,"Thus, says Eratosthenes, we have given you a description of the northern side; as for the southern, we cannot take its measure along the sea, on account of the Persian Gulf, which intercepts [its continuity], but from Babylon through Susa and Persepolis to the confines of Persia and Carmania there are 9200 stadia. This he calls the southern side, but he does not say it is parallel to the northern. The difference of length between the northern and southern sides is caused, he tells us, by the Euphrates, which after running south some distance shifts its course almost due east. "
120,451b9a73-13c8-4172-b579-0985e6606a66,urn:cts:greekLit:tlg0099.tlg001:2.1.26,2,1,26,"Of the two remaining sides, he describes the western first, but whether we are to regard it as one single straight line, or two, seems to be undecided. He says, — From Thapsacus to Babylon, following the course of the Euphrates, there are 4800 stadia; from thence to the mouth of the Euphrates and the city of Teredon, 3000 more; from Thapsacus northward to the Gates of Armenia, having been measured, is stated to be 1100 stadia, but the distance through Gordyaea and Armenia, not having yet been measured, is not given. The eastern side, which stretches lengthwise through Persia from the Red Sea towards Media and the north, does not appear to be less than 8000 stadia, and measured from certain headlands above 9000, the rest of the distance through Paraetacena and Media to the Caspian Gates being 3000 stadia. The rivers Tigris and Euphrates flowing from Armenia towards the south, after having passed the Gordytaean mountains, and having formed a great circle which embraces the vast country of Mesopotamia, turn towards the rising of the sun in winter and the south, particularly the Euphrates, which, continually approaching nearer and nearer to the Tigris, passes by the rampart of Semiramis, and at about 200 stadia from the village of Opis, thence it flows through Babylon, and so discharges itself into the Persian Gulf. Thus the figure of Mesopotamia and Babylon resembles the cushion of a rower's bench. — Such are the words of Eratosthenes. "
121,37be7b54-fdc0-465f-97db-9db510182913,urn:cts:greekLit:tlg0099.tlg001:2.1.27,2,1,27,"In the Third Section it is true he does make some mistakes, which we shall take into consideration; but they are nothing like the amount which Hipparchus attributes to him. However, we will examine his objections. [In the first place,] he would have the ancient charts left just as they are, and by no means India brought more to the south, as Eratosthenes thinks proper. Indeed, he asserts that the very arguments adduced by that writer only confirm him the more in his opinion. He says, ""According to Eratosthenes, the northern side of the third section is bounded by a line of 10,000 stadia drawn from the Caspian Gates to the Euphrates, the southern side from Babylon to the confines of Carmania is a little more than 9000 stadia. On the western side, following the course of the Euphrates, from Thapsacus to Babylon there are 4800 stadia, and thence to the outlets of the river 3000 stadia more. Northward from Thapsacus [to the Gates of Armenia] is reckoned 1100 stadia; the rest has not been measured. Now since Eratosthenes says that the northern side of this Third Section is about 10,000 stadia, and that the right line parallel thereto drawn from Babylon to the eastern side is computed at just above 9000 stadia, it follows that Babylon is not much more than 1000 stadia east of the passage of [the Euphrates] near Thapsacus."" "
122,9e802ec9-dcae-48ce-bc1b-62bb9eefb23d,urn:cts:greekLit:tlg0099.tlg001:2.1.28,2,1,28,"We answer, that if the Caspian Gates and the boundary line of Carmania and Persia were exactly under the same meridian, and if right lines drawn in the direction of Thapsacus and Babylon would intersect such meridian at right angles, the inference would be just. For then the line [from the common frontier of Carmania and Persia] to Babylon if produced to the meridian of Thapsacus, would appear to the eye equal, or nearly equal, to that from the Caspian Gates to Thapsacus. Consequently, Babylon would only be east of Thapsacus in the same proportion as the line drawn from the Caspian Gates to Thapsacus exceeds the line drawn from the frontier of Carmania to Babylon.Eratosthenes, however, does not tell us that the line which bounds the western coast of Ariana follows the direction of the meridian; nor yet that a line drawn from the Caspian Gates to Thapsacus would form right angles with the meridian of the Caspian Gates. But rather, that the line which would form right angles with the meridian, would be one which should follow the course of the Taurus, and with which the line drawn from the Caspian Gates to Thapsacus would form an acute angle. Nor, again, does he ever say that a line drawn from Carmania to Babylon would be parallel to that drawn [from the Caspian Gates ] to Thapsacus; and even if it were parallel, this would prove nothing for the argument of Hipparchus, since it does not form right angles with the meridian of the Caspian Gates. "
123,e197c405-d434-4a08-9397-96a8e4354b84,urn:cts:greekLit:tlg0099.tlg001:2.1.29,2,1,29,"But taking this for granted, and proving, as he imagines, that, according to Eratosthenes, Babylon is east of Thapsacus rather more than 1000 stadia, he draws from this false hypothesis a new argument, which he uses to the following purpose; and says, If we suppose a right line drawn from Thapsacus towards the south, and another from Babylon perpendicular thereto, a right-angled triangle would be the result; whose sides should be, 1. A line drawn from Thapsacus to Babylon; 2. A perpendicular drawn from Babylon to the meridian of Thapsacus; 3. The meridian line of Thapsacus. The hypotenuse of this triangle would be a right line drawn from Thapsacus to Babylon, which he estimates at 4800 stadia. The perpendicular drawn from Babylon to the meridian of Thapsacus is scarcely more than 1000 stadia; the same amount by which the line drawn [from the Caspian Gates ] to Thapsacus exceeds that [from the common frontier of Carmania and Persia] to Babylon. The two sides [of the triangle] being given, Hipparchus proceeds to find the third, which is much greater than the perpendicular aforesaid. To this he adds the line drawn from Thapsacus northwards to the mountains of Armenia, one part of which, according to Eratosthenes, was measured, and found to be 1100 stadia; the other, or part unmeasured by Eratosthenes, Hipparchus estimates to be 1000 stadia at the least: so that the two together amount to 2100 stadia. Adding this to the [length of the] side upon which falls the perpendicular drawn from Babylon, Hipparchus estimated a distance of many thousand stadia from the mountains of Armenia and the parallel of Athens to this perpendicular, which falls on the parallel of Babylon.From the parallel of Athens to that of Babylon he shows that there cannot be a greater distance than 2400 stadia, even admitting the estimate supplied by Eratosthenes himself of the number of stadia which the entire meridian contains; and that if this be so, the mountains of Armenia and the Taurus cannot be under the same parallel of latitude as Athens, (which is the opinion of' Eratosthenes,) but many thousand stadia to the north, as the data supplied by that writer himself prove. But here, for the formation of his right-angled triangle, Hipparchus not only makes use of propositions already overturned, but assumes what was never granted, namely, that the hypotenuse subtending his right angle, which is the straight line from Thapsacus to Babylon, is 4800 stadia in length. What Eratosthenes says is, that this route follows the course of the Euphrates, and adds, that Mesopotamia and Babylon are encompassed as it were by a great circle formed by the Euphrates and Tigris, but principally by the former of these rivers. So that a straight line from Thapsacus to Babylon would neither follow the course of the Euphrates, nor yet be near so many stadia in length. Thus the argument [of Hipparchus] is overturned. We have stated before, that supposing two lines drawn from the Caspian Gates, one to Thapsacus, and the other to the mountains of Armenia opposite Thapsacus, and distant therefrom, according to Hipparchus's own estimate, 2100 stadia at the very least, neither of them would be parallel to each other, nor yet to that line which, passing through Babylon, is styled by Eratosthenes the southern side [of the third section]. As he could not inform us of the exact length of the route by the mountains, Eratosthenes tells us the distance between Thapsacus and the Caspian Gates; in fact, to speak in a general way, he puts this distance in place of the other; besides, as he merely wanted to give the length of the territory between Ariana and the Euphrates, he was not particular to have the exact measure of either route. To pretend that he considered the lines to be parallel to each other, is evidently to accuse the man of more than childish ignorance, and we dismiss the insinuation as nonsense forthwith. "
124,e637a66e-ad6e-42b1-b11d-f9fdfbec6f35,urn:cts:greekLit:tlg0099.tlg001:2.1.30,2,1,30,"There, however, are some instances in which one may justly accuse Eratosthenes. There is a difference in dissecting limb by limb, or merely cutting off portions [indiscriminately], (for in the former you may only separate parts having a natural outline, and distinguished by a regular form; this the poet alludes to in the expression, ""Cutting them limb from limb;"" whereas in regard to the latter this is not the case,) and we may adopt with propriety either one or other of these plans according to the time and necessity. So in Geography, if you enter into every detail, you may sometimes be compelled to divide your territories into portions, so to speak, but it is a more preferable way to separate them into limbs, than into such chance pieces; for thus only you can define accurately particular points and boundaries, a thing so necessary to the geographer. When it can be done, the best way to define a country is by the rivers, mountains, or sea; also, where possible, by the nation or nations [who inhabit it], and by its size and configuration. However, in default of a geometrical definition, a simple and general description may be said always to answer the purpose. In regard to size, it is sufficient to state the greatest length and breadth; for example, that the habitable earth is 70,000 stadia long, and that its breadth is scarcely half its length. And as to form, to compare a country to any geometrical or other well-known figure. For example, Sicily to a triangle, Spain to an ox-hide, or the Peloponnesus to a plane-leaf. The larger the territory to be divided, the more general also ought its divisions to be. "
125,ef3d8af8-3d2f-4505-9a0a-9d4f37f97918,urn:cts:greekLit:tlg0099.tlg001:2.1.31,2,1,31,"[In the system of Eratosthenes], the habitable earth has been admirably divided into two parts by the Taurus and the Mediterranean Sea, which reaches to the Pillars. On the southern side, the limits of India have been described by a variety of methods; by its mountains, its river, its seas, and its name, which seems to indicate that it is inhabited only by one people. It is with justice too that he attributes to it the form of a quadrilateral or rhomboid. Ariana is not so accurately described, on account of its western side being interwoven with the adjacent land. Still it is pretty well distinguished by its three other sides, which are formed by three nearly straight lines, and also by its name, which shows it to be only one nation. As to the Third Section of Eratosthenes, it cannot be considered to be defined or circumscribed at all; for that side of it which is common to Ariana is but ill defined, as before remarked. The southern side, too, is most negligently taken: it is, in fact, no boundary to the section at all, for it passes right through its centre, leaving entirely outside of it many of the southern portions. Nor yet does it represent the greatest length of the section, for the northern side is the longest. Nor, lastly, can the Euphrates be its western boundary, not even if it flowed in a right line, since its two extremes do not lie under the same meridian. How then is it the western rather than the southern boundary? Apart from this, the distance to the Seas of Cilicia and Syria is so inconsiderable, that there can be no reason why he should not have enlarged the third section, so as to include the kingdoms of Semiramis and Ninus, who are both of them known as Syrian monarchs; the first built Babylon, which he made his royal residence; the second Ninus, the capital of Syria; and the same dialect still exists on both sides of the Euphrates. The idea of thus dismembering so renowned a nation, and allotting its portions to strange nations with which it had no connexion, is as peculiarly unfortunate. Eratosthenes cannot plead that he was compelled to do this on account of its size, for had it extended as far as the sea and the frontiers of Arabia Felix and Egypt, even then it would not have been as large as India, or even Ariana. It would have therefore been much better to have enlarged the third section, making it comprehend the whole space as far as the Sea of Syria; but if this were done, the southern side would not be as he represents it, nor yet in a straight line, but starting from Carmania would follow the right side of the sea-shore from the Persian Gulf to the mouth of the Euphrates; it would then approach the limits of Mesene and Babylon, where the isthmus commences which separates Arabia Felix from the rest of the continent. Traversing the isthmus, it would continue its course to the recess of the Arabian Gulf and Pelusium, thence to the mouth of the Nile at Canopus. Such would be the southern side. The west would be traced by the sea-shore from the [river's] mouth at Canopus to Cilicia. "
126,f40c9db5-0817-4737-b386-7dfa7500da41,urn:cts:greekLit:tlg0099.tlg001:2.1.32,2,1,32,"The fourth section would consist of Arabia Felix, the Arabian Gulf, and the whole of Egypt and Ethiopia. Its length bounded by two meridians, one drawn through its most western point, the other through its most eastern; and its breadth by two parallels through its most northern and southern points. For this is the best way to describe the extent of irregular figures, whose length and breadth cannot be determined by their sides. In general it is to be observed, that length and breadth are to be understood in different ways, according as you speak of the whole or a part. Of a whole, the greater distance is called its length, and the lesser its breadth; of a part, that is to be considered the length which is parallel to the length of the whole, without any regard whether it, or that which is left for the breadth, be the greater distance. The length of the whole habitable earth is measured from east to west by a line drawn parallel to the equator, and its breadth from north to south in the direction of the meridian; consequently, the length of any of the parts ought to be portions of a line drawn parallel to the length of the whole, and their breadth to the breadth of the whole. For, in the first place, by this means the size of the whole habitable earth will be best described; and secondly, the disposition and configuration of its parts, and the manner in which one may be said to be greater or less than another, will be made manifest by thus comparing them. "
127,0fa4ccc4-b376-4f59-ba01-961f144fc447,urn:cts:greekLit:tlg0099.tlg001:2.1.33,2,1,33,"Eratosthenes, however, measures the length of the habitable earth by a line which he considers straight, drawn from the Pillars of Hercules, in the direction of the Caspian Gates and the Caucasus. The length of the third section, by a line drawn from the Caspian Gates to Thapsacus, and of the fourth, by one running from Thapsacus through Heroopolis to the country surrounded by the Nile: this must necessarily be deflected to Canopus and Alexandria, for there is the last mouth of the Nile, which goes by the name of the Canopic or Heracleotic mouth. Whether therefore these two lengths be considered to form one straight line, or to make an angle with Thapsacus, certain it is that neither of them is parallel to the length of the habitable earth; this is evident from what Eratosthenes has himself said concerning them. According to him the length of the habitable earth is described by a right line running through the Taurus to the Pillars of Hercules, in the direction of the Caucasus, Rhodes, and Athens. From Rhodes to Alexandria, following the meridian of the two cities, he says there cannot be much less than 4000 stadia, consequently there must be the same difference between the latitudes of Rhodes and Alexandria. Now the latitude of Heroopolis is about the same as Alexandria, or rather more south. So that a line, whether straight or broken, which intersects the parallel of Heroopolis, Rhodes, or the Gates of the Caspian, cannot be parallel to either of these. These lengths therefore are not properly indicated, nor are the northern sections any better. "
128,2c251012-1f84-4719-a9e6-35a3fa38cb75,urn:cts:greekLit:tlg0099.tlg001:2.1.34,2,1,34,"We will now return at once to Hipparchus, and see what comes next. Continuing to palm assumptions of his own [upon Eratosthenes], he goes on to refute, with geometrical accuracy, statements which that author had made in a mere general way. ""Eratosthenes,"" he says, ""estimates that there are 6700 stadia between Babylon and the Caspian Gates, and from Babylon to the frontiers of Carmania and Persia above 9000 stadia; this he supposes to lie in a direct line towards the equinoctial rising, and perpendicular to the common side of his second and third sections. Thus, according to his plan, we should have a right-angled triangle, with the right angle next to the frontiers of Carmania, and its hypotenuse less than one of the sides about the right angle! Consequently Persia should be included in the second section."" To this we reply, that the line drawn from Babylon to Carmania was never intended as a parallel, nor yet that which divides the two sections as a meridian, and that therefore nothing has been laid to his charge, at all events with any just foundation. In fact, Eratosthenes having stated the number of stadia from the Caspian Gates to Babylon as above given, [from the Caspian Gates ] to Susa 4900 stadia, and from Babylon [to Susa ] 3400 stadia, Hipparchus runs away from his former hypothesis, and says that [by drawing lines from] the Caspian Gates, Susa, and Babylon, an obtuse-angled triangle would be the result, whose sides should be of the length laid down, and of which Susa would form the obtuse angle. He then argues, that ""according to these premises, the meridian drawn from the Gates of the Caspian will intersect the parallel of Babylon and Susa 4400 stadia more to the west, than would a straight line drawn from the Caspian to the confines of Carmania and Persia; and that this last line, forming with the meridian of the Caspian Gates half a right angle, would lie exactly in a direction midway between the south and the equinoctial rising. Now as the course of the Indus is parallel to this line, it cannot flow south on its descent from the mountains, as Eratosthenes asserts, but in a direction lying between the south and the equinoctial rising, as laid down in the ancient charts."" But who is there who will admit this to be an obtuse-angled triangle, without also admitting that it contains a right angle? Who will agree that the line from Babylon to Susa, which forms one side of this obtuse-angled triangle, lies parallel, without admitting the same of the whole line as far as Carmania? or that the line drawn from the Caspian Gates to the frontiers of Carmania is parallel to the Indus? Nevertheless, without this the reasoning [of Hipparchus] is worth nothing ""Eratosthenes himself also states,"" [continues Hipparchus, ] ""that the form of India is rhomboidal; and since the whole eastern border of that country has a decided tendency towards the east, but more particularly the extremest cape, which lies more to the south than any other part of the coast, the side next the Indus must be the same."" "
129,a9a0b538-35a5-4cae-aafc-b7e18b0fa189,urn:cts:greekLit:tlg0099.tlg001:2.1.35,2,1,35,"These arguments may be very geometrical, but they are not convincing. After having himself invented these various difficulties, he dismisses them, saying, ""Had [Eratosthenes] been chargeable for small distances only, he might have been excused; but since his mistakes involve thousands of stadia, we cannot pardon him, more especially since he has laid it down that at a mere distance of 400 stadia, such as that between the parallels of Athens and Rhodes, there is a sensible variation [of latitude]."" But these sensible variations are not all of the same kind, the distance [involved therein] being in some instances greater, in others less; greater, when for our estimate of the climata we trust merely to the eye, or are guided by the vegetable productions and the temperature of the air; less, when we employ gnomons and dioptric instruments. Nothing is more likely than that if you measure the parallel of Athens, or that of Rhodes and Caria, by means of a gnomon, the difference resulting from so many stadia will be sensible. But when a geographer, in order to trace a line from west to east, 3000 stadia broad, makes use of a chain of mountains 40,000 stadia long, and also of a sea which extends still farther 30,000 stadia, and farther wishing to point out the situation of the different parts of the habitable earth relative to this line, calls some southern, others northern, and finally lays out what he calls the sections, each section consisting of divers countries, then we ought carefully to examine in what acceptation he uses his terms; in what sense he says that such a side [of any section] is the north side, and what other is the south, or east, or west side. If he does not take pains to avoid great errors, he deserves to be blamed, but should he be guilty merely of trifling inaccuracies, he should be forgiven. But here nothing shows thoroughly that Eratosthenes has committed either serious or slight errors, for on one hand what he may have said concerning such great distances, can never be verified by a geometrical test, and on the other, his accuser, while endeavouring to reason like a geometrician, does not found his arguments on any real data, but on gratuitous suppositions. "
130,60f74979-0e66-4d96-b1b0-c7c4f1671c11,urn:cts:greekLit:tlg0099.tlg001:2.1.36,2,1,36,"The fourth section Hipparchus certainly manages better, though he still maintains the same censorious tone, and obstinacy in sticking to his first hypotheses, or others similar. He properly objects to Eratosthenes giving as the length of this section a line drawn from Thapsacus to Egypt, as being similar to the case of a man who should tell us that the diagonal of a parallelogram was its length. For Thapsacus and the coasts of Egypt are by no means under the same parallel of latitude, but under parallels considerably distant from each other, and a line drawn from Thapsacus to Egypt would lie in a kind of diagonal or oblique direction between them. But he is wrong when he expresses his surprise that Eratosthenes should dare to state the distance between Pelusium and Thapsacus at 6000 stadia, when he says there are above 8000. In proof of this he advances that the parallel of Pelusium is south of that of Babylon by more than 2500 stadia, and that according to Eratosthenes (as he supposes) the latitude of Thapsacus is above 4800 stadia north of that of Babylon; from which Hipparchus tells us it results that [between Thapsacus and Pelusium ] there are more than 8000 stadia. But I would inquire how he can prove that Eratosthenes supposed so great a distance between the parallels of Babylon and Thapsacus? He says, indeed, that such is the distance from Thapsacus to Babylon, but not that there is this distance between their parallels, nor yet that Thapsacus and Babylon are under the same meridian. So much the contrary, that Hipparchus has himself pointed out, that, according to Eratosthenes, Babylon ought to be east of Thapsacus more than 2000 stadia. We have before cited the statement of Eratosthenes, that Mesopotamia and Babylon are encircled by the Tigris and Euphrates, and that the greater portion of the Circle is formed by this latter river, which flowing north and south takes a turn to the east, and then, returning to a southerly direction, discharges itself [into the sea]. So long as it flows from north to south, it may be said to follow a southerly direction; but the turning towards the east and Babylon is a decided deviation from the southerly direction, and it never recovers a straight course, but forms the circuit we have mentioned above. When he tells us that the journey from Babylon to Thapsacus is 4800 stadia, he adds, following the course of the Euphrates, as if on purpose lest any one should understand such to be the distance in a direct line, or between the two parallels. If this be not granted, it is altogether a vain attempt to show that if a right-angled triangle were constructed by lines drawn from Pelusium and Thapsacus to the point where the parallel of Thapsacus intercepts the meridian of Pelusium, that one of the lines which form the right angle, and is in the direction of the meridian, would be longer than that forming the hypotenuse drawn from Thapsacus to Pelusium. Worthless, too, is the argument in connexion with this, being the inference from a proposition not admitted; for Eratosthenes never asserts that from Babylon to the meridian of the Caspian Gates is a distance of 4800 stadia. We have shown that Hipparchus deduces this from data not admitted by Eratosthenes; but desirous to controvert every thing advanced by that writer, he assumes that from Babylon to the line drawn from the Caspian Gates to the mountains of Carmania, according to Eratosthenes' description, there are above 9000 stadia, and from thence draws his conclusions. "
131,2fb9b918-7c8b-41a6-b5b7-cc8d33b79c31,urn:cts:greekLit:tlg0099.tlg001:2.1.37,2,1,37,"Eratosthenes cannot, therefore, be found fault with on these grounds; what may be objected against him is as follows. When you wish to give a general outline of size and configuration, you should devise for yourself some rule which may be adhered to more or less. After having laid down that the breadth of the space occupied by the mountains which run in a direction due east, as well as by the sea which reaches to the Pillars of Hercules, is 3000 stadia, would you pretend to estimate different lines, which you may draw within the breadth of that space, as one and the same line? We should be more willing to grant you the power of doing so with respect to the lines which run parallel to that space than with those which fall upon it; and among these latter, rather with respect to those which fall within it than to those which extend without it; and also rather for those which, in regard to the shortness of their extent, would not pass out of the said space than for those which would. And again, rather for lines of some considerable length than for any thing very short, for the inequality of lengths is less perceptible in great extents than the difference of configuration. For example, if you give 3000 stadia for the breadth at the Taurus, as well as for the sea which extends to the Pillars of Hercules, you will form a parallelogram entirely enclosing both the mountains of the Taurus and the sea; if you divide it in its length into several other parallelograms, and draw first the diagonal of the great parallelogram, and next that of each smaller parallelogram, surely the diagonal of the great parallelogram will be regarded as a line more nearly parallel and equal to the side forming the length of that figure than the diagonal of any of the smaller parallelograms: and the more your lesser parallelograms should be multiplied, the more will this become evident. Certainly, it is in great figures that the obliquity of the diagonal and its difference from the side forming the length are the less perceptible, so that you would have but little scruple in taking the diagonal as the length of the figure. But if you draw the diagonal more inclined, so that it falls beyond both sides, or at least beyond one of the sides, then will this no longer be the case; and this is the sense in which we have observed, that when you attempted to draw even in a very general way the extents of the figures, you ought to adopt some rule. But Eratosthenes takes a line from the Caspian Gates along the mountains, running as it were in the same parallel as far as the Pillars, and then a second line, starting directly from the mountains to touch Thapsacus; and again a third line from Thapsacus to the frontiers of Egypt, occupying so great a breadth. If then in proceeding you give the length of the two last lines [taken together] as the measure of the length of the district, you will appear to measure the length of one of your parallelograms by its diagonal. And if, farther, this diagonal should consist of a broken line, as that would be which stretches from the Caspian Gates to the embouchure of the Nile, passing by Thapsacus, your error will appear much greater. This is the sum of what may be alleged against Eratosthenes. "
132,e9ac9bf9-3cff-4163-be54-1619b00b8951,urn:cts:greekLit:tlg0099.tlg001:2.1.38,2,1,38,"In another respect also we have to complain of Hipparchus, because, as he had given a category of the statements of Eratosthenes, he ought to have corrected his mistakes, in the same way that we have done; but whenever he has any thing particular to remark, he tells us to follow the ancient charts, which, to say the least, need correction infinitely more than the map of Eratosthenes. The argument which follows is equally objectionable, being founded on the consequences of a proposition which, as we have shown, is inadmissible, namely, that Babylon was not more than 1000 stadia east of Thapsacus; when it was quite clear, from Eratosthenes' own words, that Babylon was above 2400 stadia east of that place; since from Thapsacus to the passage of the Euphrates where it was crossed by Alexander, the shortest route is 2400 stadia, and the Tigris and Euphrates, having encompassed Mesopotamia, flow towards the east, and afterwards take a southerly direction and approach nearer to each other and to Babylon at the same time: nothing appears absurd in this statement of Eratosthenes. "
133,63a5aa3d-0365-4d85-9bd4-a2699b77c2d1,urn:cts:greekLit:tlg0099.tlg001:2.1.39,2,1,39,"The next objection of Hipparchus is likewise false. He attempts to prove that Eratosthenes, in his statement that the route from Thapsacus to the Caspian Gates is 10,000 stadia, gives this as the distance taken in a straight line; such not being the case, as in that instance the distance would be much shorter. His mode of reasoning is after this fashion. He says, ""According to Eratosthenes, the mouth of the Nile at Canopus, and the Cyaneae, are under the same meridian, which is distant from that of Thapsacus 6300 stadia. Now from the Cyaneae to Mount Caspius, which is situated close to the defile leading from Colchis to the Caspian Sea, there are 6600 stadia, so that, with the exception of about 300 stadia, the distance from the meridian of the Cyaneae to that of Thapsacus, or to that of Mount Caspius, is the same: and both Thapsacus and Mount Caspius are, so to speak, under the same meridian. It follows from this that the Caspian Gates are about equi-distant between Thapsacus and Mount Caspius, but that the distance between them and Thapsacus is much less than the 10,000 stadia mentioned by Eratosthenes. Consequently, as the distance in a right line is much less than 10,000 stadia, this route, which he considered to be in a straight course from the Caspian Gates to Thapsacus, must have been a circumbendibus."" To this we reply, that Eratosthenes, as is usual in Geography, speaks of right lines, meridians, and parallels to the equator, with considerable latitude, whereas Hipparchus criticizes him with geometrical nicety, as if every line had been measured with rule and compass. Hipparchus at the same time himself frequently deciding as to right lines and parallels, not by actual measurement, but mere conjecture. Such is the first error of this writer. A second is, that he never lays down the distances as Eratosthenes has given them, nor yet reasons on the data furnished by that writer, but from mere assumptions of his own coinage. Thus, where Eratosthenes states that the distance from the mouth of the [Thracian Bosphorus ] to the Phasis is 8000 stadia, from thence to Dioscurias 600 stadia, and from Dioscurias to Caspius five days' journey, (which Hipparchus estimates at 1000 stadia,) the sum of these, as stated by Eratosthenes, would amount to 9600 stadia. This Hipparchus abridges in the following manner. From the Cyaneae to the Phasis are 5600 stadia, and from the Phasis to the Caspius 1000 more. There fore it is no statement of Eratosthenes that the Caspius and Thapsacus are under the same meridian, but of Hipparchus himself. However, supposing Eratosthenes says so, does it follow that the distance from the Caspius to the Caspian Gates, and that from Thapsacus to the same point, are equal. "
134,72781ba6-d784-4877-9989-925b2fb9cecf,urn:cts:greekLit:tlg0099.tlg001:2.1.40,2,1,40,"In the second book of his Commentaries, Hipparchus, having again mooted the question concerning the mountains of the Taurus, of which we have spoken sufficiently, proceeds with the northern parts of the habitable earth. He then notices the statement of Eratosthenes concerning the countries situated west of the Euxine, namely, that the three [principal] headlands [of this continent], the first the Peloponnesian, the second the Italian, the third the Ligurian, run from north [to south], enclosing the Adriatic and Tyrrhenian gulfs. After this general exposition, Hipparchus proceeds to criticise each point in detail, but rather on geometrical than geographical grounds; on these subjects, however, the number of Eratosthenes' errors is so overwhelming, as also of Timosthenes the author of the Treatise on the Ports, (whom Eratosthenes prefers above every other writer, though he often decides even against him,) that it does not seem to be worth my time to review their faulty productions, nor even what Hipparchus has to say about them; since he neither enumerates all their blunders, nor yet sets them right, but only points out how they falsify and contradict each other. Still any one might certainly object to the saying of Eratosthenes, that Europe has but three headlands, and considering as one that which terminates by the Peloponnesus, notwithstanding it is broken up into so many divisions. In fact, Sounion is as much a promontory as Laconia, and not very much less south than Malea, forming a considerable bay, and the Thracian Chersonesus and Sounion form the Gulf of Melas, and likewise those of Macedonia. Added to this, it is manifest that the majority of the distances are falsely stated, thus arguing an ignorance of geography scarcely credible, and so far from requiring geometrical demonstration that it stands out prominent on the very face of the statements. For example, the distance from Epidamnus to the Thermaic Gulf is above 2000 stadia; Eratosthenes gives it at 900. So too he states the distance from Alexandria to Carthage at 13,000 stadia; it is not more than 9000, that is, if, as he himself tells us, Caria and Rhodes are under the same meridian as Alexandria, and the Strait of Messina under the same as Carthage, for every one is agreed that the voyage from Caria to the Strait of Sicily does not exceed 9000 stadia. It is doubtless permissible in very great distances to consider as under one and the same meridian places which are not more east and west of each other than Carthage is west of the Strait; but an error of 3000 stadia is too much; and when he places Rome under the same meridian as Carthage, notwithstanding its being so far west of that city, it is but the crowning proof of his extreme ignorance both of these places, and likewise of the other countries farther west as far as the Pillars of Hercules. "
